"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2020,11,"9E","Endeavor Air Inc.","ABE","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",29.00,2.00,1.82,0.00,0.18,0.00,0.00,0.00,0.00,69.00,66.00,0.00,3.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","ABY","Albany, GA: Southwest Georgia Regional",82.00,1.00,0.85,0.00,0.00,0.00,0.15,0.00,0.00,26.00,22.00,0.00,0.00,0.00,4.00,
2020,11,"9E","Endeavor Air Inc.","AEX","Alexandria, LA: Alexandria International",86.00,1.00,0.00,0.22,0.78,0.00,0.00,0.00,0.00,78.00,0.00,17.00,61.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","AGS","Augusta, GA: Augusta Regional at Bush Field",181.00,8.00,3.01,1.09,2.63,0.00,1.27,0.00,0.00,512.00,298.00,30.00,128.00,0.00,56.00,
2020,11,"9E","Endeavor Air Inc.","ALB","Albany, NY: Albany International",87.00,6.00,2.05,0.48,1.92,0.00,1.55,0.00,0.00,457.00,193.00,35.00,90.00,0.00,139.00,
2020,11,"9E","Endeavor Air Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",4939.00,224.00,92.45,5.72,64.21,0.00,61.62,0.00,1.00,14068.00,8231.00,462.00,1718.00,0.00,3657.00,
2020,11,"9E","Endeavor Air Inc.","ATW","Appleton, WI: Appleton International",198.00,11.00,6.72,0.00,3.66,0.00,0.62,0.00,0.00,540.00,294.00,0.00,206.00,0.00,40.00,
2020,11,"9E","Endeavor Air Inc.","AVL","Asheville, NC: Asheville Regional",147.00,7.00,2.95,2.00,0.03,0.00,2.02,0.00,0.00,254.00,105.00,81.00,1.00,0.00,67.00,
2020,11,"9E","Endeavor Air Inc.","AZO","Kalamazoo, MI: Kalamazoo/Battle Creek International",63.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,56.00,0.00,0.00,56.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","BDL","Hartford, CT: Bradley International",149.00,12.00,4.14,0.18,7.68,0.00,0.00,0.00,0.00,350.00,93.00,6.00,251.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","BHM","Birmingham, AL: Birmingham-Shuttlesworth International",32.00,1.00,0.66,0.00,0.00,0.00,0.34,0.00,0.00,138.00,91.00,0.00,0.00,0.00,47.00,
2020,11,"9E","Endeavor Air Inc.","BMI","Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",59.00,4.00,3.91,0.00,0.09,0.00,0.00,0.00,0.00,189.00,178.00,0.00,11.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","BOS","Boston, MA: Logan International",34.00,2.00,1.97,0.00,0.00,0.00,0.03,0.00,0.00,123.00,121.00,0.00,0.00,0.00,2.00,
2020,11,"9E","Endeavor Air Inc.","BQK","Brunswick, GA: Brunswick Golden Isles",86.00,5.00,4.20,0.00,0.80,0.00,0.00,0.00,0.00,255.00,232.00,0.00,23.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",121.00,6.00,3.00,0.00,2.20,0.00,0.80,0.00,0.00,287.00,101.00,0.00,74.00,0.00,112.00,
2020,11,"9E","Endeavor Air Inc.","BTV","Burlington, VT: Burlington International",81.00,5.00,1.90,0.59,2.51,0.00,0.00,0.00,0.00,990.00,173.00,35.00,782.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","BUF","Buffalo, NY: Buffalo Niagara International",74.00,3.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,134.00,102.00,0.00,32.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",86.00,5.00,1.95,0.70,2.34,0.00,0.00,0.00,0.00,289.00,194.00,19.00,76.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","CAE","Columbia, SC: Columbia Metropolitan",97.00,4.00,2.74,1.00,0.23,0.00,0.03,0.00,0.00,121.00,93.00,19.00,8.00,0.00,1.00,
2020,11,"9E","Endeavor Air Inc.","CHA","Chattanooga, TN: Lovell Field",167.00,11.00,9.08,0.77,1.14,0.00,0.01,0.00,0.00,553.00,489.00,34.00,29.00,0.00,1.00,
2020,11,"9E","Endeavor Air Inc.","CHO","Charlottesville, VA: Charlottesville Albemarle",92.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,93.00,93.00,0.00,0.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","CHS","Charleston, SC: Charleston AFB/International",19.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,75.00,0.00,0.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",37.00,3.00,0.28,0.19,1.81,0.00,0.72,0.00,0.00,200.00,15.00,20.00,127.00,0.00,38.00,
2020,11,"9E","Endeavor Air Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",171.00,10.00,5.00,0.00,4.82,0.00,0.18,0.00,0.00,513.00,268.00,0.00,232.00,0.00,13.00,
2020,11,"9E","Endeavor Air Inc.","CLT","Charlotte, NC: Charlotte Douglas International",85.00,5.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,194.00,28.00,0.00,166.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","CMH","Columbus, OH: John Glenn Columbus International",104.00,5.00,1.11,0.00,2.89,0.00,1.00,0.00,0.00,331.00,49.00,0.00,178.00,0.00,104.00,
2020,11,"9E","Endeavor Air Inc.","CRW","Charleston/Dunbar, WV: Yeager",105.00,6.00,2.90,0.32,2.78,0.00,0.00,0.00,1.00,342.00,204.00,22.00,116.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","CSG","Columbus, GA: Columbus Airport",107.00,1.00,0.27,0.00,0.09,0.00,0.64,0.00,0.00,103.00,28.00,0.00,9.00,0.00,66.00,
2020,11,"9E","Endeavor Air Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",413.00,27.00,7.84,0.83,10.05,0.00,8.28,0.00,0.00,1314.00,413.00,37.00,378.00,0.00,486.00,
2020,11,"9E","Endeavor Air Inc.","CWA","Mosinee, WI: Central Wisconsin",89.00,8.00,1.36,0.00,5.90,0.00,0.74,0.00,0.00,383.00,76.00,0.00,273.00,0.00,34.00,
2020,11,"9E","Endeavor Air Inc.","DAY","Dayton, OH: James M Cox/Dayton International",179.00,14.00,6.91,0.80,5.59,0.00,0.70,0.00,1.00,568.00,296.00,32.00,209.00,0.00,31.00,
2020,11,"9E","Endeavor Air Inc.","DCA","Washington, DC: Ronald Reagan Washington National",46.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,35.00,0.00,0.00,19.00,0.00,16.00,
2020,11,"9E","Endeavor Air Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","DHN","Dothan, AL: Dothan Regional",96.00,9.00,4.72,0.36,1.36,0.00,2.55,0.00,0.00,308.00,184.00,14.00,44.00,0.00,66.00,
2020,11,"9E","Endeavor Air Inc.","DLH","Duluth, MN: Duluth International",128.00,8.00,3.97,0.16,3.57,0.00,0.30,0.00,0.00,364.00,126.00,17.00,200.00,0.00,21.00,
2020,11,"9E","Endeavor Air Inc.","DSM","Des Moines, IA: Des Moines International",240.00,14.00,6.96,0.07,5.76,1.00,0.21,0.00,0.00,678.00,285.00,8.00,328.00,50.00,7.00,
2020,11,"9E","Endeavor Air Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",2631.00,123.00,37.39,2.62,38.49,0.00,44.50,0.00,2.00,8618.00,4492.00,188.00,1123.00,0.00,2815.00,
2020,11,"9E","Endeavor Air Inc.","ELM","Elmira/Corning, NY: Elmira/Corning Regional",48.00,4.00,1.00,0.38,2.63,0.00,0.00,0.00,0.00,228.00,131.00,21.00,76.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","EVV","Evansville, IN: Evansville Regional",145.00,8.00,3.74,0.00,2.76,0.00,1.50,0.00,0.00,458.00,242.00,0.00,130.00,0.00,86.00,
2020,11,"9E","Endeavor Air Inc.","EWR","Newark, NJ: Newark Liberty International",215.00,11.00,2.67,1.24,6.44,0.00,0.66,0.00,0.00,485.00,130.00,58.00,267.00,0.00,30.00,
2020,11,"9E","Endeavor Air Inc.","FAR","Fargo, ND: Hector International",126.00,8.00,4.00,0.00,3.00,0.00,1.00,0.00,0.00,274.00,98.00,0.00,158.00,0.00,18.00,
2020,11,"9E","Endeavor Air Inc.","FAY","Fayetteville, NC: Fayetteville Regional/Grannis Field",121.00,5.00,3.47,0.00,1.05,0.00,0.48,0.00,0.00,169.00,108.00,0.00,23.00,0.00,38.00,
2020,11,"9E","Endeavor Air Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",27.00,3.00,1.13,0.00,1.00,0.00,0.87,0.00,0.00,257.00,173.00,0.00,28.00,0.00,56.00,
2020,11,"9E","Endeavor Air Inc.","FSD","Sioux Falls, SD: Joe Foss Field",156.00,6.00,1.73,0.26,3.64,0.00,0.36,0.00,1.00,475.00,94.00,40.00,328.00,0.00,13.00,
2020,11,"9E","Endeavor Air Inc.","FWA","Fort Wayne, IN: Fort Wayne International",86.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,41.00,0.00,0.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","GNV","Gainesville, FL: Gainesville Regional",120.00,3.00,1.00,0.00,0.32,0.00,1.68,0.00,0.00,68.00,30.00,0.00,6.00,0.00,32.00,
2020,11,"9E","Endeavor Air Inc.","GPT","Gulfport/Biloxi, MS: Gulfport-Biloxi International",127.00,5.00,3.00,0.00,1.00,0.00,1.00,0.00,0.00,173.00,121.00,0.00,24.00,0.00,28.00,
2020,11,"9E","Endeavor Air Inc.","GRB","Green Bay, WI: Green Bay Austin Straubel International",208.00,13.00,3.03,0.29,8.92,0.00,0.77,0.00,0.00,562.00,139.00,39.00,364.00,0.00,20.00,
2020,11,"9E","Endeavor Air Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",188.00,9.00,2.61,0.42,4.39,0.00,1.58,0.00,0.00,422.00,65.00,33.00,229.00,0.00,95.00,
2020,11,"9E","Endeavor Air Inc.","GSO","Greensboro/High Point, NC: Piedmont Triad International",39.00,3.00,1.88,0.00,1.00,0.00,0.12,0.00,0.00,146.00,115.00,0.00,18.00,0.00,13.00,
2020,11,"9E","Endeavor Air Inc.","GTR","Columbus, MS: Golden Triangle Regional",95.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,154.00,154.00,0.00,0.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","HOU","Houston, TX: William P Hobby",20.00,5.00,2.33,0.00,1.32,0.00,1.36,0.00,0.00,179.00,86.00,0.00,32.00,0.00,61.00,
2020,11,"9E","Endeavor Air Inc.","HSV","Huntsville, AL: Huntsville International-Carl T Jones Field",173.00,9.00,5.04,0.00,2.96,0.00,1.00,0.00,0.00,333.00,203.00,0.00,53.00,0.00,77.00,
2020,11,"9E","Endeavor Air Inc.","IAD","Washington, DC: Washington Dulles International",82.00,3.00,0.90,0.00,2.00,0.00,0.10,0.00,0.00,204.00,99.00,0.00,94.00,0.00,11.00,
2020,11,"9E","Endeavor Air Inc.","ICT","Wichita, KS: Wichita Dwight D Eisenhower National",70.00,4.00,1.00,0.15,2.85,0.00,0.00,0.00,0.00,245.00,123.00,9.00,113.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","ILM","Wilmington, NC: Wilmington International",116.00,6.00,5.07,0.00,0.78,0.00,0.15,0.00,1.00,354.00,260.00,0.00,78.00,0.00,16.00,
2020,11,"9E","Endeavor Air Inc.","IND","Indianapolis, IN: Indianapolis International",143.00,7.00,4.12,0.00,2.88,0.00,0.00,0.00,0.00,312.00,206.00,0.00,106.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","JAN","Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",103.00,4.00,0.30,0.00,2.70,0.00,1.00,0.00,0.00,97.00,8.00,0.00,70.00,0.00,19.00,
2020,11,"9E","Endeavor Air Inc.","JAX","Jacksonville, FL: Jacksonville International",46.00,2.00,0.25,0.00,0.75,0.00,1.00,0.00,0.00,138.00,12.00,0.00,36.00,0.00,90.00,
2020,11,"9E","Endeavor Air Inc.","JFK","New York, NY: John F. Kennedy International",413.00,20.00,5.15,0.75,6.11,0.00,7.99,0.00,3.00,1645.00,714.00,33.00,195.00,0.00,703.00,
2020,11,"9E","Endeavor Air Inc.","LAN","Lansing, MI: Capital Region International",99.00,7.00,1.92,0.82,3.30,0.00,0.96,0.00,0.00,299.00,128.00,39.00,107.00,0.00,25.00,
2020,11,"9E","Endeavor Air Inc.","LEX","Lexington, KY: Blue Grass",210.00,19.00,7.31,0.00,10.70,0.00,0.99,0.00,0.00,599.00,228.00,0.00,311.00,0.00,60.00,
2020,11,"9E","Endeavor Air Inc.","LFT","Lafayette, LA: Lafayette Regional Paul Fournet Field",124.00,5.00,1.48,0.76,2.26,0.00,0.50,0.00,1.00,150.00,53.00,13.00,76.00,0.00,8.00,
2020,11,"9E","Endeavor Air Inc.","LGA","New York, NY: LaGuardia",52.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,207.00,98.00,0.00,109.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",73.00,3.00,2.81,0.00,0.19,0.00,0.00,0.00,0.00,137.00,132.00,0.00,5.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","MBS","Saginaw/Bay City/Midland, MI: MBS International",99.00,6.00,3.00,1.35,1.08,0.00,0.57,0.00,0.00,203.00,99.00,37.00,41.00,0.00,26.00,
2020,11,"9E","Endeavor Air Inc.","MCI","Kansas City, MO: Kansas City International",112.00,5.00,0.00,0.00,3.66,0.00,1.34,0.00,0.00,257.00,0.00,0.00,195.00,0.00,62.00,
2020,11,"9E","Endeavor Air Inc.","MCO","Orlando, FL: Orlando International",27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","MDT","Harrisburg, PA: Harrisburg International",145.00,4.00,0.00,0.56,2.44,0.00,1.00,0.00,0.00,162.00,0.00,55.00,76.00,0.00,31.00,
2020,11,"9E","Endeavor Air Inc.","MEM","Memphis, TN: Memphis International",116.00,7.00,1.87,0.37,4.42,0.00,0.33,0.00,0.00,297.00,126.00,10.00,152.00,0.00,9.00,
2020,11,"9E","Endeavor Air Inc.","MGM","Montgomery, AL: Montgomery Regional",119.00,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,95.00,37.00,0.00,58.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","MKE","Milwaukee, WI: General Mitchell International",10.00,1.00,0.00,0.21,0.79,0.00,0.00,0.00,0.00,53.00,0.00,11.00,42.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","MLB","Melbourne, FL: Melbourne International",16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","MLI","Moline, IL: Quad City International",68.00,2.00,0.33,0.00,1.67,0.00,0.00,0.00,1.00,39.00,8.00,0.00,31.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","MLU","Monroe, LA: Monroe Regional",97.00,3.00,0.00,1.94,1.06,0.00,0.00,0.00,0.00,52.00,0.00,30.00,22.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","MOB","Mobile, AL: Mobile Regional",125.00,4.00,3.29,0.00,0.64,0.00,0.07,0.00,0.00,167.00,115.00,0.00,50.00,0.00,2.00,
2020,11,"9E","Endeavor Air Inc.","MOT","Minot, ND: Minot International",138.00,9.00,1.61,0.00,6.00,0.00,1.39,0.00,0.00,344.00,34.00,0.00,264.00,0.00,46.00,
2020,11,"9E","Endeavor Air Inc.","MSN","Madison, WI: Dane County Regional-Truax Field",195.00,12.00,3.00,0.19,6.98,0.00,1.83,0.00,0.00,530.00,97.00,33.00,300.00,0.00,100.00,
2020,11,"9E","Endeavor Air Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",2406.00,98.00,38.77,2.00,26.03,0.00,31.20,0.00,1.00,6052.00,3147.00,123.00,1204.00,0.00,1578.00,
2020,11,"9E","Endeavor Air Inc.","MYR","Myrtle Beach, SC: Myrtle Beach International",120.00,5.00,3.06,0.27,0.82,0.00,0.85,0.00,0.00,164.00,62.00,22.00,61.00,0.00,19.00,
2020,11,"9E","Endeavor Air Inc.","OAJ","Jacksonville/Camp Lejeune, NC: Albert J Ellis",112.00,4.00,3.34,0.00,0.66,0.00,0.00,0.00,0.00,260.00,211.00,0.00,49.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","OKC","Oklahoma City, OK: Will Rogers World",21.00,1.00,0.59,0.00,0.41,0.00,0.00,0.00,0.00,37.00,22.00,0.00,15.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","OMA","Omaha, NE: Eppley Airfield",57.00,3.00,2.27,0.00,0.73,0.00,0.00,0.00,0.00,76.00,63.00,0.00,13.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","ORD","Chicago, IL: Chicago O'Hare International",119.00,3.00,1.00,0.00,2.00,0.00,0.00,0.00,1.00,257.00,39.00,0.00,218.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","ORF","Norfolk, VA: Norfolk International",33.00,2.00,0.00,0.32,1.52,0.00,0.15,0.00,0.00,101.00,0.00,27.00,61.00,0.00,13.00,
2020,11,"9E","Endeavor Air Inc.","PHL","Philadelphia, PA: Philadelphia International",130.00,5.00,0.59,0.00,4.41,0.00,0.00,0.00,1.00,175.00,22.00,0.00,153.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","PIT","Pittsburgh, PA: Pittsburgh International",54.00,7.00,4.29,0.00,2.71,0.00,0.00,0.00,0.00,315.00,200.00,0.00,115.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","PWM","Portland, ME: Portland International Jetport",56.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,88.00,88.00,0.00,0.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","RDU","Raleigh/Durham, NC: Raleigh-Durham International",245.00,12.00,1.00,0.74,5.67,0.00,4.59,1.00,0.00,605.00,83.00,17.00,205.00,0.00,300.00,
2020,11,"9E","Endeavor Air Inc.","RIC","Richmond, VA: Richmond International",30.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,21.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","ROA","Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",91.00,4.00,2.25,0.00,1.00,0.00,0.75,0.00,0.00,171.00,77.00,0.00,60.00,0.00,34.00,
2020,11,"9E","Endeavor Air Inc.","ROC","Rochester, NY: Greater Rochester International",119.00,6.00,2.00,0.42,2.99,0.00,0.59,0.00,1.00,237.00,122.00,15.00,77.00,0.00,23.00,
2020,11,"9E","Endeavor Air Inc.","RST","Rochester, MN: Rochester International",111.00,6.00,1.00,0.44,4.56,0.00,0.00,0.00,0.00,373.00,95.00,74.00,204.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","RSW","Fort Myers, FL: Southwest Florida International",43.00,4.00,0.84,0.00,2.13,0.00,1.03,0.00,1.00,184.00,67.00,0.00,71.00,0.00,46.00,
2020,11,"9E","Endeavor Air Inc.","SAV","Savannah, GA: Savannah/Hilton Head International",22.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,37.00,0.00,0.00,0.00,0.00,37.00,
2020,11,"9E","Endeavor Air Inc.","SBN","South Bend, IN: South Bend International",86.00,5.00,3.90,1.00,0.10,0.00,0.00,0.00,1.00,727.00,97.00,628.00,2.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","SDF","Louisville, KY: Louisville Muhammad Ali International",49.00,5.00,2.83,0.00,2.17,0.00,0.00,0.00,0.00,208.00,125.00,0.00,83.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","SGF","Springfield, MO: Springfield-Branson National",96.00,3.00,2.91,0.00,0.09,0.00,0.00,0.00,0.00,82.00,80.00,0.00,2.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","SHV","Shreveport, LA: Shreveport Regional",120.00,4.00,2.45,0.00,1.55,0.00,0.00,0.00,1.00,139.00,108.00,0.00,31.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","STL","St. Louis, MO: St Louis Lambert International",87.00,7.00,4.02,1.00,1.98,0.00,0.00,0.00,0.00,181.00,95.00,42.00,44.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","SYR","Syracuse, NY: Syracuse Hancock International",114.00,5.00,0.63,0.38,3.55,0.00,0.44,0.00,0.00,231.00,12.00,36.00,163.00,0.00,20.00,
2020,11,"9E","Endeavor Air Inc.","TLH","Tallahassee, FL: Tallahassee International",70.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,67.00,0.00,0.00,19.00,0.00,48.00,
2020,11,"9E","Endeavor Air Inc.","TPA","Tampa, FL: Tampa International",27.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","TRI","Bristol/Johnson City/Kingsport, TN: Tri Cities",132.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,131.00,131.00,0.00,0.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","TVC","Traverse City, MI: Cherry Capital",31.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,111.00,41.00,0.00,70.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","TYS","Knoxville, TN: McGhee Tyson",263.00,13.00,8.88,0.25,2.17,0.00,1.71,0.00,0.00,701.00,498.00,30.00,88.00,0.00,85.00,
2020,11,"9E","Endeavor Air Inc.","VLD","Valdosta, GA: Valdosta Regional",95.00,5.00,3.21,0.00,1.79,0.00,0.00,0.00,0.00,321.00,214.00,0.00,107.00,0.00,0.00,
2020,11,"9E","Endeavor Air Inc.","XNA","Fayetteville, AR: Northwest Arkansas Regional",107.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,66.00,66.00,0.00,0.00,0.00,0.00,
2020,11,"AA","American Airlines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",32.00,5.00,3.23,0.93,0.84,0.00,0.00,0.00,0.00,149.00,89.00,40.00,20.00,0.00,0.00,
2020,11,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",363.00,42.00,27.42,1.36,6.62,0.96,5.63,0.00,0.00,2571.00,1805.00,36.00,213.00,46.00,471.00,
2020,11,"AA","American Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",401.00,48.00,24.75,1.06,15.56,0.00,6.63,0.00,4.00,1958.00,949.00,133.00,507.00,0.00,369.00,
2020,11,"AA","American Airlines Inc.","BDL","Hartford, CT: Bradley International",150.00,19.00,12.61,0.00,5.21,0.00,1.18,0.00,0.00,714.00,486.00,0.00,164.00,0.00,64.00,
2020,11,"AA","American Airlines Inc.","BNA","Nashville, TN: Nashville International",319.00,42.00,23.73,0.99,9.82,0.00,7.47,0.00,0.00,2801.00,1248.00,730.00,336.00,0.00,487.00,
2020,11,"AA","American Airlines Inc.","BOI","Boise, ID: Boise Air Terminal",75.00,13.00,7.54,0.00,3.15,0.00,2.31,0.00,0.00,887.00,305.00,0.00,79.00,0.00,503.00,
2020,11,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",817.00,50.00,22.06,1.72,14.67,0.96,10.59,0.00,0.00,2763.00,1510.00,69.00,396.00,37.00,751.00,
2020,11,"AA","American Airlines Inc.","BUF","Buffalo, NY: Buffalo Niagara International",14.00,3.00,0.81,0.00,1.94,0.00,0.25,0.00,0.00,98.00,42.00,0.00,42.00,0.00,14.00,
2020,11,"AA","American Airlines Inc.","BUR","Burbank, CA: Bob Hope",29.00,7.00,4.95,0.00,1.51,0.00,0.53,0.00,0.00,196.00,142.00,0.00,31.00,0.00,23.00,
2020,11,"AA","American Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",244.00,31.00,10.70,0.00,17.95,0.00,2.35,0.00,2.00,1332.00,525.00,0.00,708.00,0.00,99.00,
2020,11,"AA","American Airlines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",6.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,39.00,0.00,0.00,39.00,0.00,0.00,
2020,11,"AA","American Airlines Inc.","CHS","Charleston, SC: Charleston AFB/International",84.00,11.00,8.31,0.00,2.33,0.00,0.36,0.00,0.00,665.00,530.00,0.00,93.00,0.00,42.00,
2020,11,"AA","American Airlines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",140.00,25.00,11.82,0.00,9.28,0.00,3.90,0.00,0.00,1259.00,679.00,0.00,223.00,0.00,357.00,
2020,11,"AA","American Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",4981.00,316.00,142.71,7.71,99.72,2.89,62.97,4.00,4.00,21660.00,10107.00,510.00,3115.00,109.00,7819.00,
2020,11,"AA","American Airlines Inc.","CMH","Columbus, OH: John Glenn Columbus International",118.00,19.00,10.26,0.00,5.59,0.00,3.15,0.00,0.00,1527.00,736.00,0.00,560.00,0.00,231.00,
2020,11,"AA","American Airlines Inc.","COS","Colorado Springs, CO: City of Colorado Springs Municipal",87.00,19.00,8.30,1.00,7.58,1.00,1.13,0.00,0.00,1038.00,330.00,267.00,220.00,29.00,192.00,
2020,11,"AA","American Airlines Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",46.00,14.00,9.07,0.00,2.47,0.00,2.46,0.00,0.00,868.00,627.00,0.00,79.00,0.00,162.00,
2020,11,"AA","American Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",894.00,52.00,26.02,0.00,15.25,0.00,10.73,0.00,2.00,2548.00,1020.00,0.00,553.00,0.00,975.00,
2020,11,"AA","American Airlines Inc.","DEN","Denver, CO: Denver International",573.00,66.00,24.02,1.41,35.39,0.00,5.18,1.00,0.00,2836.00,1375.00,83.00,1018.00,0.00,360.00,
2020,11,"AA","American Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",7826.00,723.00,199.64,10.35,336.10,4.20,172.72,12.00,3.00,51021.00,22780.00,456.00,9497.00,131.00,18157.00,
2020,11,"AA","American Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",179.00,20.00,7.44,0.00,8.20,1.65,2.71,0.00,0.00,905.00,393.00,0.00,263.00,64.00,185.00,
2020,11,"AA","American Airlines Inc.","EGE","Eagle, CO: Eagle County Regional",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,11,"AA","American Airlines Inc.","ELP","El Paso, TX: El Paso International",51.00,10.00,5.26,0.00,3.92,0.00,0.82,0.00,0.00,332.00,181.00,0.00,70.00,0.00,81.00,
